"trigger_API","trigger_package","API","package","related_package_version","error_type","error_description"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.6.0""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.load_model","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.6.0""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Input","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Model","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.load_model","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Input","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.6.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Model","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.6.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.6.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.load_model","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.6.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"efficientnet.EfficientNetB3","efficientnet","efficientnet.EfficientNetB3","efficientnet","[{""package"": ""efficientnet"", ""version"": ""1.1.1""}]","ImportError","ImportError: cannot import name 'EfficientNetB3' from 'efficientnet'"
"efficientnet.EfficientNetB3","efficientnet","efficientnet.EfficientNetB3","efficientnet","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}]","ImportError","ImportError: cannot import name 'EfficientNetB3' from 'efficientnet'"
"efficientnet.EfficientNetB3","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""0.0.4""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'get_file' from 'keras.utils'"
"efficientnet.__init__.wrapper","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""1.1.1""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'get_file'"
"efficientnet.__init__.wrapper","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'get_file'"
"efficientnet.keras.EfficientNetB3","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""0.0.4""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'get_file' from 'keras.utils'"
"efficientnet.EfficientNetB3","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""1.1.1""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'get_file'"
"efficientnet.EfficientNetB3","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'get_file'"
"efficientnet.EfficientNetB3","efficientnet","keras.utils.generic_utils","keras","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.4.3""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'generic_utils'"
"efficientnet.EfficientNetB3","efficientnet","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""efficientnet"", ""version"": ""1.1.1""}, {""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"efficientnet.EfficientNetB3","efficientnet","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"imblearn.__init__.<module>","imblearn","keras.utils.Sequence","keras","[{""package"": ""imbalanced-learn"", ""version"": ""0.6.2""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'Sequence'"
"imblearn.over_sampling.RandomOverSampler","imblearn","sklearn.externals.six","sklearn","[{""package"": ""imbalanced-learn"", ""version"": ""0.4.3""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"keras.layers.SeparableConv2D","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"imblearn.over_sampling.RandomOverSampler","imblearn","sklearn.utils.safe_indexing","sklearn","[{""package"": ""imbalanced-learn"", ""version"": ""0.3.3""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'safe_indexing' from 'sklearn.utils'"
"tensorflow.set_random_seed","tensorflow","tensorflow.set_random_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'set_random_seed' from 'tensorflow'"
"keras.utils.Sequence","keras","keras.utils.Sequence","keras","[{""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'Sequence' from 'keras.utils'"
"keras.optimizers.Adam","keras","tensorflow.py_func","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'py_func'"
"keras.optimizers.Adam","keras","tensorflow.py_func","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.1.0""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'py_func'"
"keras.optimizers.Adam","keras","tensorflow.py_func","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'py_func'"
"tensorflow.python.keras.utils.to_categorical","tensorflow","tensorflow.python.keras.utils.to_categorical","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'to_categorical' from 'tensorflow.python.keras.utils'"
"tensorflow.python.keras.utils.to_categorical","tensorflow","tensorflow.python.keras.utils.to_categorical","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.4.1""}]","ImportError","ImportError: cannot import name 'to_categorical' from 'tensorflow.python.keras.utils'"
"tensorflow.python.keras.utils.to_categorical","tensorflow","tensorflow.python.keras.utils.to_categorical","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.3.1""}]","ImportError","ImportError: cannot import name 'to_categorical' from 'tensorflow.python.keras.utils'"
"tensorflow.python.keras.utils.to_categorical","tensorflow","tensorflow.python.keras.utils.to_categorical","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}]","ImportError","ImportError: cannot import name 'to_categorical' from 'tensorflow.python.keras.utils'"
"tensorflow.python.keras.utils.to_categorical","tensorflow","tensorflow.python.keras.utils.to_categorical","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'to_categorical' from 'tensorflow.python.keras.utils'"
"scipy.ndimage.imread","scipy","scipy.ndimage.imread","scipy","[{""package"": ""scipy"", ""version"": ""1.7.3""}]","ImportError","ImportError: cannot import name 'imread' from 'scipy.ndimage'"
"keras.applications.DenseNet121","keras","keras.applications.DenseNet121","keras","[{""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'DenseNet121' from 'keras.applications'"
"tensorflow.reset_default_graph","tensorflow","tensorflow.reset_default_graph","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'reset_default_graph'"
"sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis","scikit-learn","sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes 1 positional argument but 2 were given"
"chainer.Sequential","chainer","chainer.Sequential","chainer","[{""package"": ""chainer"", ""version"": ""1.5.1""}]","ImportError","ImportError: cannot import name 'Sequential' from 'chainer'"
"chainer.Sequential","chainer","chainer.Sequential","chainer","[{""package"": ""chainer"", ""version"": ""1.22.0""}]","ImportError","ImportError: cannot import name 'Sequential' from 'chainer'"
"keras.layers.Embedding","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.4.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"tensorflow.set_random_seed","tensorflow","tensorflow.set_random_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.4.1""}]","ImportError","ImportError: cannot import name 'set_random_seed' from 'tensorflow'"
"tensorflow.set_random_seed","tensorflow","tensorflow.set_random_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.3.1""}]","ImportError","ImportError: cannot import name 'set_random_seed' from 'tensorflow'"
"tensorflow.set_random_seed","tensorflow","tensorflow.set_random_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}]","ImportError","ImportError: cannot import name 'set_random_seed' from 'tensorflow'"
"tensorflow.set_random_seed","tensorflow","tensorflow.set_random_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'set_random_seed' from 'tensorflow'"
"tensorflow.set_random_seed","tensorflow","tensorflow.set_random_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'set_random_seed' from 'tensorflow'"
"keras.constraints.max_norm","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"tensorflow.keras.metrics.auc","tensorflow","tensorflow.keras.metrics.auc","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}, {""package"": ""keras"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.keras.metrics' has no attribute 'auc'"
"keras.optimizers.Nadam","keras","keras.optimizers.Nadam","keras","[{""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'Nadam' from 'keras.optimizers'"
"sklearn.utils.class_weight.compute_sklearn.utils.class_weight","scikit-learn","sklearn.utils.class_weight.compute_sklearn.utils.class_weight","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: compute_class_weight() takes 1 positional argument but 3 were given"
"tensorflow.keras.initializers.random_uniform","tensorflow","tensorflow.keras.initializers.random_uniform","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}]","ImportError","ImportError: cannot import name 'random_uniform' from 'tensorflow.keras.initializers'"
"tensorflow.keras.initializers.random_uniform","tensorflow","tensorflow.keras.initializers.random_uniform","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'random_uniform' from 'tensorflow.keras.initializers'"
"tensorflow.keras.initializers.random_uniform","tensorflow","tensorflow.keras.initializers.random_uniform","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'random_uniform' from 'tensorflow.keras.initializers'"
"keras.models.Model","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers.Dense","keras","keras.layers.Dense","keras","[{""package"": ""keras"", ""version"": ""2.7.0""}]","TypeError","TypeError: __init__() missing 1 required positional argument: 'units'"
"keras.engine.training.fit_generator","keras","cv2.morphologyEx","opencv-python","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""opencv-python"", ""version"": ""4.3.0.36""}]","TypeError","TypeError: Expected Ptr<cv::UMat> for argument 'src'"
"keras.engine.training.fit_generator","keras","cv2.morphologyEx","opencv-python","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""opencv-python"", ""version"": ""4.2.0.34""}]","TypeError","TypeError: Expected Ptr<cv::UMat> for argument 'src'"
"keras.engine.training.fit_generator","keras","cv2.morphologyEx","opencv-python","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""opencv-python"", ""version"": ""4.1.2.30""}]","TypeError","TypeError: Expected Ptr<cv::UMat> for argument '%s'"
"keras.engine.training.fit_generator","keras","cv2.morphologyEx","opencv-python","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""opencv-python"", ""version"": ""4.1.1.26""}]","TypeError","TypeError: Expected Ptr<cv::UMat> for argument '%s'"
"keras.engine.training.fit_generator","keras","cv2.morphologyEx","opencv-python","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""opencv-python"", ""version"": ""4.1.0.25""}]","TypeError","TypeError: Expected cv::UMat for argument 'src'"
"keras.engine.training.fit_generator","keras","cv2.morphologyEx","opencv-python","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""opencv-python"", ""version"": ""4.0.0.21""}]","TypeError","TypeError: Expected cv::UMat for argument 'src'"
"tensorflow.placeholder","tensorflow","tensorflow.placeholder","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.4.1""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'placeholder'"
"tensorflow.placeholder","tensorflow","tensorflow.placeholder","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'placeholder'"
"tensorflow.placeholder","tensorflow","tensorflow.placeholder","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'placeholder'"
"keras.preprocessing.image.image","keras","keras.preprocessing.image.image","keras","[{""package"": ""keras"", ""version"": ""2.4.3""}]","ImportError","ImportError: cannot import name 'image' from 'keras.preprocessing.image'"
"keras.applications.DenseNet169","keras","keras.applications.DenseNet169","keras","[{""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'DenseNet169' from 'keras.applications'"
"imblearn.over_sampling.RandomOverSampler","imbalanced-learn","imblearn.over_sampling.RandomOverSampler","imbalanced-learn","[{""package"": ""imbalanced-learn"", ""version"": ""0.6.2""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'ratio'"
"category_encoders.CountEncoder","category_encoders","category_encoders.CountEncoder","category_encoders","[{""package"": ""category_encoders"", ""version"": ""1.3.0""}]","AttributeError","AttributeError: module 'category_encoders' has no attribute 'CountEncoder'"
"category_encoders.CountEncoder","category_encoders","category_encoders.CountEncoder","category_encoders","[{""package"": ""category_encoders"", ""version"": ""2.0.0""}]","AttributeError","AttributeError: module 'category_encoders' has no attribute 'CountEncoder'"
"sklearn.preprocessing.OneHotEncoder","scikit-learn","sklearn.preprocessing.OneHotEncoder","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'drop'"
"sklearn.preprocessing.OneHotEncoder","scikit-learn","sklearn.preprocessing.OneHotEncoder","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'drop'"
"matplotlib.pyplot.plot","matplotlib","matplotlib.pyplot.plot","matplotlib","[{""package"": ""matplotlib"", ""version"": ""3.3.4""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'l1_ratio'"
"keras.engine.training.fit","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.4.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"tensorflow.keras.metrics.AUC","tensorflow","tensorflow.keras.metrics.AUC","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.13.1""}]","AttributeError","AttributeError: module 'tensorflow.keras.metrics' has no attribute 'AUC'"
"efficientnet.keras.EfficientNetB3","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""1.1.1""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'get_file'"
"efficientnet.keras.EfficientNetB3","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'get_file'"
"efficientnet","efficientnet","keras.utils.get_file","keras","[{""package"": ""efficientnet"", ""version"": ""0.0.4""}, {""package"": ""keras"", ""version"": ""2.7.0""}]","ImportError","ImportError: cannot import name 'get_file' from 'keras.utils'"
"efficientnet.keras.EfficientNetB3","efficientnet","keras.utils.generic_utils","keras","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.4.3""}]","AttributeError","AttributeError: module 'keras.utils' has no attribute 'generic_utils'"
"efficientnet.keras.EfficientNetB3","efficientnet","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""efficientnet"", ""version"": ""1.1.1""}, {""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"efficientnet.keras.EfficientNetB3","efficientnet","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""efficientnet"", ""version"": ""1.0.0""}, {""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"keras.layers.convolutional.Conv2D","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.4.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.4.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.2.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.2.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.15.2""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.15.2""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.layers","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.7.0""}, {""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.utils.np_utils","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.4.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.utils.np_utils","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.regularizers.l2","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"keras.layers.Input","keras","tensorflow.placeholder","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow' has no attribute 'placeholder'"
"keras.utils.np_utils","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.utils.np_utils","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"chainer.datasets","chainer","chainer.datasets","chainer","[{""package"": ""chainer"", ""version"": ""1.5.1""}]","AttributeError","AttributeError: module 'chainer' has no attribute 'datasets'"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.4.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.3.1""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.engine.sequential.add","keras","tensorflow.python.framework.ops._TensorLike","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow.python.framework.ops' has no attribute '_TensorLike'"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.3.1""}, {""package"": ""tensorflow"", ""version"": ""2.1.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"keras.models.Sequential","keras","tensorflow.python.eager.context.get_config","tensorflow","[{""package"": ""keras"", ""version"": ""2.4.3""}, {""package"": ""tensorflow"", ""version"": ""2.0.0""}]","ImportError","ImportError: cannot import name 'get_config' from 'tensorflow.python.eager.context'"
"sklearn.preprocessing.MinMaxScaler","scikit-learn","sklearn.preprocessing.MinMaxScaler","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes from 1 to 2 positional arguments but 3 were given"
"gensim.models.phrases.Phrases","gensim","gensim.models.phrases.Phrases","gensim","[{""package"": ""gensim"", ""version"": ""4.0.1""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'common_terms'"
"contractions.CONTRACTION_MAP","contractions","contractions.CONTRACTION_MAP","contractions","[{""package"": ""contractions"", ""version"": ""0.0.58""}]","ImportError","ImportError: cannot import name 'CONTRACTION_MAP' from 'contractions'"
"transformers.T5ForConditionalGeneration","transformers","transformers.T5ForConditionalGeneration","transformers","[{""package"": ""transformers"", ""version"": ""2.3.0""}]","ImportError","ImportError: cannot import name 'T5ForConditionalGeneration' from 'transformers'"
