"api","lib","label","num"
"tensorflow.experimental.numpy.array","tensorflow","DCL","1"
"tensorflow.experimental.numpy.maximum","tensorflow","DCL","1"
"tensorflow.experimental.numpy.minimum","tensorflow","DCL","1"
"tensorflow.experimental.numpy.nanmean","tensorflow","DCL","1"
"tensorflow.experimental.numpy.random.seed","tensorflow","DCL","1"
"tensorflow.experimental.numpy.ravel","tensorflow","DCL","1"
"tensorflow.eye","tensorflow","DCL","4"
"tensorflow.feature_column.bucketized_column","tensorflow","FE","9"
"tensorflow.feature_column.categorical_column_with_hash_bucket","tensorflow","FE","1"
"tensorflow.feature_column.categorical_column_with_identity","tensorflow","FE","5"
"tensorflow.feature_column.categorical_column_with_vocabulary_list","tensorflow","FE","12"
"tensorflow.feature_column.crossed_column","tensorflow","FE","11"
"tensorflow.feature_column.embedding_column","tensorflow","FE","11"
"tensorflow.feature_column.indicator_column","tensorflow","FE","8"
"tensorflow.feature_column.input_layer","tensorflow","MT","1"
"tensorflow.feature_column.numeric_column","tensorflow","FE","26"
"tensorflow.fft2d","tensorflow","MT",
"tensorflow.fill","tensorflow","DCL","1"
"tensorflow.FixedLenFeature","tensorflow","DCL","5"
"tensorflow.flags.DEFINE_string","tensorflow","DCL",
"tensorflow.floor","tensorflow","DCL","4"
"tensorflow.floordiv","tensorflow","DCL",
"tensorflow.function","tensorflow","MT","11"
"tensorflow.gather","tensorflow","MT","41"
"tensorflow.gather_nd","tensorflow","DCL","94"
"tensorflow.get_collection","tensorflow","MT","7"
"tensorflow.get_collection.decode","tensorflow","MT",
"tensorflow.get_collection_ref.clear","tensorflow","MT",
"tensorflow.get_default_graph","tensorflow","MT","6"
"tensorflow.get_default_graph.as_default","tensorflow","MT",
"tensorflow.get_default_graph.as_graph_def.node","tensorflow","MT",
"tensorflow.get_default_graph.clear_collection","tensorflow","MT",
"tensorflow.get_default_graph.get_name_scope.endswith","tensorflow","MT",
"tensorflow.get_default_graph.get_name_scope.find","tensorflow","MT",
"tensorflow.get_default_graph.get_operations","tensorflow","MT",
"tensorflow.get_default_graph.get_operation_by_name","tensorflow","MT",
"tensorflow.get_default_graph.get_tensor_by_name","tensorflow","MT",
"tensorflow.get_default_graph.gradient_override_map","tensorflow","MT",
"tensorflow.get_default_graph.unique_name","tensorflow","MT",
"tensorflow.get_default_graph._get_control_flow_context","tensorflow","MT",
"tensorflow.get_default_graph._name_stack","tensorflow","MT",
"tensorflow.get_default_session","tensorflow","MT","2"
"tensorflow.get_logger","tensorflow","MT","16"
"tensorflow.get_variable","tensorflow","MT","12"
"tensorflow.get_variable.assign","tensorflow","MT",
"tensorflow.get_variable_scope","tensorflow","MT",
"tensorflow.get_variable_scope.dtype","tensorflow","MT",
"tensorflow.get_variable_scope.name","tensorflow","MT",
"tensorflow.get_variable_scope.reuse","tensorflow","MT",
"tensorflow.get_variable_scope.reuse_variables","tensorflow","MT",
"tensorflow.get_variable_scope.set_initializer","tensorflow","MT",
"tensorflow.gfile.GFile","tensorflow","DCO","5"
"tensorflow.gfile.Glob","tensorflow","DCO","3"
"tensorflow.gfile.MakeDirs","tensorflow","DCO",
"tensorflow.gfile.Open","tensorflow","DCO","1"
"tensorflow.global_norm","tensorflow","MT",
"tensorflow.global_variables","tensorflow","MT","2"
"tensorflow.global_variables_initializer","tensorflow","MT","50"
"tensorflow.GPUOptions","tensorflow","MT","3"
"tensorflow.gradients","tensorflow","MT","2"
"tensorflow.GradientTape","tensorflow","MT","48"
"tensorflow.Graph","tensorflow","MT","15"
"tensorflow.Graph.as_default","tensorflow","MT",
"tensorflow.GraphDef","tensorflow","MT",
"tensorflow.GraphDef.FromString","tensorflow","MT",
"tensorflow.GraphKeys","tensorflow","MT",
"tensorflow.GraphKeys.CONCATENATED_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.EVAL_SUMMARIES","tensorflow","MT",
"tensorflow.GraphKeys.GLOBAL_STEP","tensorflow","MT",
"tensorflow.GraphKeys.GLOBAL_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.INIT_OP","tensorflow","MT",
"tensorflow.GraphKeys.INPUTS","tensorflow","MT",
"tensorflow.GraphKeys.LOCAL_INIT_OP","tensorflow","MT",
"tensorflow.GraphKeys.LOCAL_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.METRIC_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.MODEL_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.MOVING_AVERAGE_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.QUEUE_RUNNERS","tensorflow","MT",
"tensorflow.GraphKeys.READY_FOR_LOCAL_INIT_OP","tensorflow","MT",
"tensorflow.GraphKeys.READY_OP","tensorflow","MT",
"tensorflow.GraphKeys.REGULARIZATION_LOSSES","tensorflow","MT",
"tensorflow.GraphKeys.SAVEABLE_OBJECTS","tensorflow","MT",
"tensorflow.GraphKeys.SUMMARY_OP","tensorflow","MT",
"tensorflow.GraphKeys.TABLE_INITIALIZERS","tensorflow","MT",
"tensorflow.GraphKeys.TRAINABLE_RESOURCE_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.TRAINABLE_VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.TRAIN_OP","tensorflow","MT",
"tensorflow.GraphKeys.UPDATE_OPS","tensorflow","MT",
"tensorflow.GraphKeys.VARIABLES","tensorflow","MT",
"tensorflow.GraphKeys.WEIGHTS","tensorflow","MT",
"tensorflow.GraphOptions","tensorflow","MT",
"tensorflow.greater_equal","tensorflow","MT","1"
"tensorflow.ifft2d","tensorflow","MT",
"tensorflow.image.adjust_brightness","tensorflow","FE","11"
"tensorflow.image.adjust_contrast","tensorflow","FE","7"
"tensorflow.image.adjust_gamma","tensorflow","FE","3"
"tensorflow.image.adjust_hue","tensorflow","FE","2"
"tensorflow.image.adjust_saturation","tensorflow","FE","9"
"tensorflow.image.central_crop","tensorflow","FE","53"
"tensorflow.image.convert_image_dtype","tensorflow","FE","10"
"tensorflow.image.crop_and_resize","tensorflow","FE","3"
"tensorflow.image.crop_to_bounding_box","tensorflow","FE","30"
"tensorflow.image.decode_image","tensorflow","FE","9"
"tensorflow.image.decode_jpeg","tensorflow","FE","445"
"tensorflow.image.decode_png","tensorflow","DCO","58"
"tensorflow.image.encode_jpeg","tensorflow","FE","1"
"tensorflow.image.encode_png","tensorflow","FE","1"
"tensorflow.image.flip_left_right","tensorflow","FE","14"
"tensorflow.image.flip_up_down","tensorflow","FE","12"
"tensorflow.image.grayscale_to_rgb","tensorflow","FE","6"
"tensorflow.image.non_max_suppression","tensorflow","FE","4"
"tensorflow.image.pad_to_bounding_box","tensorflow","FE","1"
"tensorflow.image.per_image_standardization","tensorflow","FE","4"
"tensorflow.image.random_brightness","tensorflow","FE","165"
"tensorflow.image.random_contrast","tensorflow","FE","138"
"tensorflow.image.random_crop","tensorflow","FE","73"
"tensorflow.image.random_flip_left_right","tensorflow","FE","350"
"tensorflow.image.random_flip_up_down","tensorflow","FE","240"
"tensorflow.image.random_hue","tensorflow","FE","66"
"tensorflow.image.random_jpeg_quality","tensorflow","FE","9"
"tensorflow.image.random_saturation","tensorflow","FE","140"
"tensorflow.image.resize","tensorflow","FE","365"
"tensorflow.image.resize_images","tensorflow","FE","8"
"tensorflow.image.resize_image_with_crop_or_pad","tensorflow","FE","3"
"tensorflow.image.resize_nearest_neighbor","tensorflow","FE","1"
"tensorflow.image.resize_with_crop_or_pad","tensorflow","FE","7"
"tensorflow.image.rgb_to_grayscale","tensorflow","FE","6"
"tensorflow.image.rgb_to_hsv","tensorflow","FE","1"
"tensorflow.image.rgb_to_yuv","tensorflow","FE","1"
"tensorflow.image.rot90","tensorflow","FE","73"
"tensorflow.image.transpose","tensorflow","FE","33"
"tensorflow.import_graph_def","tensorflow","FE","6"
"tensorflow.initializers.constant","tensorflow","FE","3"
"tensorflow.initializers.GlorotUniform","tensorflow","FE","1"
"tensorflow.initializers.random_normal","tensorflow","FE","1"
"tensorflow.initializers.TruncatedNormal","tensorflow","FE","1"
"tensorflow.initializers.zeros","tensorflow","FE","1"
"tensorflow.InteractiveSession","tensorflow","MT","11"
"tensorflow.InteractiveSession.close","tensorflow","FE","1"
"tensorflow.invert_permutation","tensorflow","MT",
"tensorflow.io.decode_csv","tensorflow","FE","2"
"tensorflow.io.decode_image","tensorflow","FE","5"
"tensorflow.io.decode_jpeg","tensorflow","FE","19"
"tensorflow.io.decode_png","tensorflow","FE","1"
"tensorflow.io.decode_raw","tensorflow","FE","28"
"tensorflow.io.FixedLenFeature","tensorflow","DCL","256"
"tensorflow.io.gfile.exists","tensorflow","DC","1"
"tensorflow.io.gfile.GFile","tensorflow","DC","6"
"tensorflow.io.gfile.glob","tensorflow","DC","241"
"tensorflow.io.gfile.listdir","tensorflow","DC","4"
"tensorflow.io.gfile.makedirs","tensorflow","DC","1"
"tensorflow.io.gfile.remove","tensorflow","DC","2"
"tensorflow.io.gfile.rmtree","tensorflow","DC","1"
"tensorflow.io.gfile.walk","tensorflow","DC","1"
"tensorflow.io.parse_single_example","tensorflow","DCO","256"
"tensorflow.io.parse_tensor","tensorflow","MT","4"
"tensorflow.io.read_file","tensorflow","DCO","256"
"tensorflow.io.TFRecordOptions","tensorflow","MT","3"
"tensorflow.io.TFRecordWriter","tensorflow","MT","22"
"tensorflow.io.VarLenFeature","tensorflow","MT","3"
"tensorflow.io.write_file","tensorflow","DC","1"
"tensorflow.is_tensor","tensorflow","MT","1"
"tensorflow.kears.baclend.get_value","tensorflow","MT","1"
"tensorflow.keras.activations.deserialize","tensorflow","MT",
"tensorflow.keras.activations.get","tensorflow","MT","2"
"tensorflow.keras.activations.relu","tensorflow","MT","7"
"tensorflow.keras.activations.serialize","tensorflow","MT",
"tensorflow.keras.activations.sigmoid","tensorflow","MT",
"tensorflow.keras.activations.softmax","tensorflow","MT","8"
"tensorflow.keras.activations.softmax.","tensorflow","MT",
"tensorflow.keras.activations.tanh","tensorflow","MT",
"tensorflow.keras.applications.densenet.DenseNet121","tensorflow","MT","8"
"tensorflow.keras.applications.densenet.DenseNet169","tensorflow","MT","1"
"tensorflow.keras.applications.densenet.preprocess_input","tensorflow","MT","3"
"tensorflow.keras.applications.DenseNet121","tensorflow","MT","29"
"tensorflow.keras.applications.DenseNet169","tensorflow","MT","5"
"tensorflow.keras.applications.DenseNet169.__name__.format","tensorflow","MT","1"
"tensorflow.keras.applications.DenseNet201","tensorflow","MT","19"
"tensorflow.keras.applications.efficientnet.EfficientNetB0","tensorflow","MT","1"
"tensorflow.keras.applications.efficientnet.EfficientNetB2","tensorflow","MT","3"
"tensorflow.keras.applications.efficientnet.EfficientNetB4","tensorflow","MT","2"
"tensorflow.keras.applications.efficientnet.EfficientNetB7","tensorflow","MT","1"
"tensorflow.keras.applications.efficientnet.preprocess_input","tensorflow","MT","8"
"tensorflow.keras.applications.EfficientNetB0","tensorflow","MT","52"
"tensorflow.keras.applications.EfficientNetB1","tensorflow","MT","4"
"tensorflow.keras.applications.EfficientNetB2","tensorflow","MT","3"
"tensorflow.keras.applications.EfficientNetB3","tensorflow","MT","35"
"tensorflow.keras.applications.EfficientNetB4","tensorflow","MT","19"
"tensorflow.keras.applications.EfficientNetB5","tensorflow","MT","10"
"tensorflow.keras.applications.EfficientNetB6","tensorflow","MT","2"
"tensorflow.keras.applications.EfficientNetB7","tensorflow","MT","9"
"tensorflow.keras.applications.imagenet_utils.decode_predictions.","tensorflow","MT",
"tensorflow.keras.applications.imagenet_utils.preprocess_input.","tensorflow","MT",
"tensorflow.keras.applications.InceptionResNetV2","tensorflow","MT","27"
"tensorflow.keras.applications.InceptionV3","tensorflow","MT","15"
"tensorflow.keras.applications.inception_resnet_v2.InceptionResNetV2","tensorflow","MT","6"
"tensorflow.keras.applications.inception_resnet_v2.preprocess_input","tensorflow","MT","2"
"tensorflow.keras.applications.inception_v3.InceptionV3","tensorflow","MT","6"
"tensorflow.keras.applications.MobileNet","tensorflow","MT","17"
"tensorflow.keras.applications.mobilenet.MobileNet","tensorflow","MT","3"
"tensorflow.keras.applications.mobilenet.preprocess_input","tensorflow","MT","18"
"tensorflow.keras.applications.MobileNetV2","tensorflow","MT","17"
"tensorflow.keras.applications.MobileNetV3Large","tensorflow","MT","1"
"tensorflow.keras.applications.mobilenet_v2.MobileNetV2","tensorflow","MT","2"
"tensorflow.keras.applications.mobilenet_v2.preprocess_input","tensorflow","MT","1"
"tensorflow.keras.applications.NASNetLarge","tensorflow","MT","5"
"tensorflow.keras.applications.resnet.preprocess_input","tensorflow","MT","2"
"tensorflow.keras.applications.resnet.ResNet50","tensorflow","MT",
"tensorflow.keras.applications.ResNet101","tensorflow","MT","6"
"tensorflow.keras.applications.ResNet101V2","tensorflow","MT","3"
"tensorflow.keras.applications.ResNet152","tensorflow","MT","5"
"tensorflow.keras.applications.ResNet152V2","tensorflow","MT","11"
"tensorflow.keras.applications.ResNet50","tensorflow","MT","36"
"tensorflow.keras.applications.resnet50.decode_predictions","tensorflow","MT",
"tensorflow.keras.applications.resnet50.preprocess_input","tensorflow","MT","4"
"tensorflow.keras.applications.resnet50.ResNet50","tensorflow","MT","11"
"tensorflow.keras.applications.ResNet50V2","tensorflow","MT","2"
"tensorflow.keras.applications.resnet_v2.ResNet152V2","tensorflow","MT","3"
"tensorflow.keras.applications.VGG16","tensorflow","MT","12"
"tensorflow.keras.applications.vgg16.preprocess_input","tensorflow","MT","1"
"tensorflow.keras.applications.vgg16.VGG16","tensorflow","MT","11"
"tensorflow.keras.applications.VGG19","tensorflow","MT","6"
"tensorflow.keras.applications.vgg19.preprocess_input","tensorflow","MT","1"
"tensorflow.keras.applications.vgg19.VGG19","tensorflow","MT","3"
"tensorflow.keras.applications.Xception","tensorflow","MT","36"
"tensorflow.keras.applications.xception.preprocess_input","tensorflow","MT","5"
"tensorflow.keras.applications.xception.Xception","tensorflow","MT","6"
"tensorflow.keras.applications.xception.Xception.","tensorflow","MT",
"tensorflow.keras.backend.abs","tensorflow","MT","9"
"tensorflow.keras.backend.arange","tensorflow","MT","2"
"tensorflow.keras.backend.argmax","tensorflow","MT","1"
"tensorflow.keras.backend.batch_dot","tensorflow","MT","21"
"tensorflow.keras.backend.batch_flatten","tensorflow","MT","1"
"tensorflow.keras.backend.binary_crossentropy","tensorflow","MT","7"
"tensorflow.keras.backend.cast","tensorflow","MT","106"
"tensorflow.keras.backend.clear_session","tensorflow","MT","363"
"tensorflow.keras.backend.clip","tensorflow","MT","117"
"tensorflow.keras.backend.concatenate","tensorflow","MT","1"
"tensorflow.keras.backend.constant","tensorflow","MT","6"
"tensorflow.keras.backend.conv1d","tensorflow","MT","2"
"tensorflow.keras.backend.count_params","tensorflow","MT","3"
"tensorflow.keras.backend.dot","tensorflow","MT","96"
"tensorflow.keras.backend.epsilon","tensorflow","MT","60"
"tensorflow.keras.backend.equal","tensorflow","MT","1"
"tensorflow.keras.backend.eval","tensorflow","MT","6"
"tensorflow.keras.backend.exp","tensorflow","MT","15"
"tensorflow.keras.backend.expand_dims","tensorflow","MT","14"
"tensorflow.keras.backend.flatten","tensorflow","MT","13"
"tensorflow.keras.backend.floatx","tensorflow","MT","13"
"tensorflow.keras.backend.function","tensorflow","MT","2"
"tensorflow.keras.backend.gather","tensorflow","MT","1"
"tensorflow.keras.backend.get_session","tensorflow","MT","2"
"tensorflow.keras.backend.get_value","tensorflow","MT","20"
"tensorflow.keras.backend.gradients","tensorflow","MT",
"tensorflow.keras.backend.greater","tensorflow","MT","8"
"tensorflow.keras.backend.image_data_format","tensorflow","MT","3"
"tensorflow.keras.backend.int_shape","tensorflow","MT","4"
"tensorflow.keras.backend.in_train_phase","tensorflow","MT","2"
"tensorflow.keras.backend.l2_normalize","tensorflow","MT","3"
"tensorflow.keras.backend.learning_phase","tensorflow","MT","2"
"tensorflow.keras.backend.less","tensorflow","MT",
"tensorflow.keras.backend.local_conv1d","tensorflow","MT","2"
"tensorflow.keras.backend.log","tensorflow","MT","62"
"tensorflow.keras.backend.max","tensorflow","MT","8"
"tensorflow.keras.backend.maximum","tensorflow","MT","7"
"tensorflow.keras.backend.mean","tensorflow","MT","201"
"tensorflow.keras.backend.min","tensorflow","MT","1"
"tensorflow.keras.backend.minimum","tensorflow","MT","3"
"tensorflow.keras.backend.ndim","tensorflow","MT","3"
"tensorflow.keras.backend.not_equal","tensorflow","MT","1"
"tensorflow.keras.backend.ones_like","tensorflow","MT","2"
"tensorflow.keras.backend.permute_dimensions","tensorflow","MT","7"
"tensorflow.keras.backend.pow","tensorflow","MT","49"
"tensorflow.keras.backend.random_normal","tensorflow","MT","2"
"tensorflow.keras.backend.repeat","tensorflow","MT","5"
"tensorflow.keras.backend.reshape","tensorflow","MT","16"
"tensorflow.keras.backend.round","tensorflow","MT","16"
"tensorflow.keras.backend.set_epsilon","tensorflow","MT","1"
"tensorflow.keras.backend.set_floatx","tensorflow","MT","6"
"tensorflow.keras.backend.set_image_data_format","tensorflow","MT","2"
"tensorflow.keras.backend.set_learning_phase","tensorflow","MT","2"
"tensorflow.keras.backend.set_session","tensorflow","MT","3"
"tensorflow.keras.backend.set_value","tensorflow","MT","25"
"tensorflow.keras.backend.shape","tensorflow","MT","14"
"tensorflow.keras.backend.sigmoid","tensorflow","MT","6"
"tensorflow.keras.backend.sign","tensorflow","MT",
"tensorflow.keras.backend.softmax","tensorflow","MT","5"
"tensorflow.keras.backend.softplus","tensorflow","MT","3"
"tensorflow.keras.backend.sqrt","tensorflow","MT","37"
"tensorflow.keras.backend.square","tensorflow","MT","33"
"tensorflow.keras.backend.squeeze","tensorflow","MT","1"
"tensorflow.keras.backend.stack","tensorflow","MT","2"
"tensorflow.keras.backend.std","tensorflow","MT","3"
"tensorflow.keras.backend.stop_gradient","tensorflow","MT","1"
"tensorflow.keras.backend.sum","tensorflow","MT","70"
"tensorflow.keras.backend.tanh","tensorflow","MT","14"
"tensorflow.keras.backend.tile","tensorflow","MT",
"tensorflow.keras.backend.variable","tensorflow","MT","1"
"tensorflow.keras.backend.zeros_like","tensorflow","MT","4"
"tensorflow.keras.callbacks.Callback","tensorflow","MT",
"tensorflow.keras.callbacks.Callback.__init__","tensorflow","MT",
"tensorflow.keras.callbacks.CSVLogger","tensorflow","MT","34"
"tensorflow.keras.callbacks.EarlyStopping","tensorflow","MT","804"
"tensorflow.keras.callbacks.History","tensorflow","MT","4"
"tensorflow.keras.callbacks.LambdaCallback","tensorflow","MT","2"
"tensorflow.keras.callbacks.LearningRateScheduler","tensorflow","MT","326"
"tensorflow.keras.callbacks.ModelCheckpoint","tensorflow","MT","630"
"tensorflow.keras.callbacks.ReduceLROnPlateau","tensorflow","MT","558"
"tensorflow.keras.callbacks.TensorBoard","tensorflow","MT","31"
"tensorflow.keras.callbacks.TerminateOnNaN","tensorflow","MT",
"tensorflow.keras.constraints.Constraint","tensorflow","MT",
"tensorflow.keras.constraints.get","tensorflow","MT","7"
"tensorflow.keras.constraints.max_norm","tensorflow","MT",
"tensorflow.keras.constraints.serialize","tensorflow","MT",
"tensorflow.keras.datasets.cifar10","tensorflow","DC",
"tensorflow.keras.datasets.cifar10.load_data","tensorflow","DC",
"tensorflow.keras.datasets.imdb.get_word_index","tensorflow","DC",
"tensorflow.keras.datasets.imdb.load_data","tensorflow","DC",
"tensorflow.keras.datasets.mnist","tensorflow","DC",
"tensorflow.keras.drop","tensorflow","MT","1"
"tensorflow.keras.experimental.CosineDecay","tensorflow","MT","10"
"tensorflow.keras.experimental.CosineDecayRestarts","tensorflow","MT","4"
"tensorflow.keras.experimental.LinearCosineDecay","tensorflow","MT","1"
"tensorflow.keras.experimental.LinearModel","tensorflow","MT","1"
"tensorflow.keras.experimental.NoisyLinearCosineDecay","tensorflow","MT","1"
"tensorflow.keras.experimental.WideDeepModel","tensorflow","MT","1"
"tensorflow.keras.initializers.constant","tensorflow","MT","51"
"tensorflow.keras.initializers.Constant.","tensorflow","MT",
"tensorflow.keras.initializers.get","tensorflow","MT","9"
"tensorflow.keras.initializers.GlorotNormal","tensorflow","FE","10"
"tensorflow.keras.initializers.GlorotUniform","tensorflow","MT","6"
"tensorflow.keras.initializers.glorot_normal","tensorflow","MT","1"
"tensorflow.keras.initializers.glorot_uniform","tensorflow","MT","3"
"tensorflow.keras.initializers.HeNormal","tensorflow","MT","2"
"tensorflow.keras.initializers.he_normal","tensorflow","MT","1"
"tensorflow.keras.initializers.he_uniform","tensorflow","MT","1"
"tensorflow.keras.initializers.Initializer","tensorflow","MT",
"tensorflow.keras.initializers.LecunNormal","tensorflow","MT","4"
"tensorflow.keras.initializers.Ones","tensorflow","MT",
"tensorflow.keras.initializers.Orthogonal.","tensorflow","MT",
"tensorflow.keras.initializers.RandomNormal","tensorflow","MT","3"
"tensorflow.keras.initializers.RandomUniform","tensorflow","MT","4"
"tensorflow.keras.initializers.serialize","tensorflow","MT",
"tensorflow.keras.initializers.TruncatedNormal","tensorflow","MT","14"
"tensorflow.keras.initializers.VarianceScaling","tensorflow","MT","1"
"tensorflow.keras.initializers.Zeros","tensorflow","MT",
"tensorflow.keras.Input","tensorflow","MT","263"
"tensorflow.keras.layers","tensorflow","MT",
"tensorflow.keras.layers.AbstractRNNCell","tensorflow","MT",
"tensorflow.keras.layers.Activation","tensorflow","MT","233"
"tensorflow.keras.layers.Add","tensorflow","MT","61"
"tensorflow.keras.layers.AlphaDropout","tensorflow","MT","5"
"tensorflow.keras.layers.append","tensorflow","MT","2"
"tensorflow.keras.layers.Attention","tensorflow","MT","1"
"tensorflow.keras.layers.Average","tensorflow","MT","22"
"tensorflow.keras.layers.AveragePooling1D","tensorflow","MT","5"
"tensorflow.keras.layers.AveragePooling2D","tensorflow","MT","18"
"tensorflow.keras.layers.AveragePooling3D","tensorflow","MT",
"tensorflow.keras.layers.AvgPool2D","tensorflow","MT","1"
"tensorflow.keras.layers.BatchNormalization","tensorflow","MT","548"
"tensorflow.keras.layers.Bidirectional","tensorflow","MT","134"
"tensorflow.keras.layers.concatenate","tensorflow","MT","333"
"tensorflow.keras.layers.Conv1D","tensorflow","MT","206"
"tensorflow.keras.layers.Conv2D","tensorflow","MT","341"
"tensorflow.keras.layers.Conv2DTranspose","tensorflow","MT","10"
"tensorflow.keras.layers.Conv3D","tensorflow","MT","24"
"tensorflow.keras.layers.Conv3DTranspose","tensorflow","MT","1"
"tensorflow.keras.layers.ConvLSTM2D","tensorflow","MT","1"
"tensorflow.keras.layers.Convolution1D","tensorflow","MT","3"
"tensorflow.keras.layers.Convolution2D","tensorflow","MT","2"
"tensorflow.keras.layers.Cropping2D","tensorflow","MT",
"tensorflow.keras.layers.CuDNNGRU","tensorflow","MT","8"
"tensorflow.keras.layers.CuDNNLSTM","tensorflow","MT","6"
"tensorflow.keras.layers.Dense","tensorflow","MT","2084"
"tensorflow.keras.layers.DenseFeatures","tensorflow","MT","10"
"tensorflow.keras.layers.DepthwiseConv2D","tensorflow","MT","5"
"tensorflow.keras.layers.deserialize","tensorflow","MT",
"tensorflow.keras.layers.Dot","tensorflow","MT","4"
"tensorflow.keras.layers.Dropout","tensorflow","MT","1206"
"tensorflow.keras.layers.ELU","tensorflow","MT","2"
"tensorflow.keras.layers.Embedding","tensorflow","MT","370"
"tensorflow.keras.layers.experimental.preprocessing.CategoryEncoding","tensorflow","MT","2"
"tensorflow.keras.layers.experimental.preprocessing.Normalization","tensorflow","MT","6"
"tensorflow.keras.layers.experimental.preprocessing.RandomContrast","tensorflow","MT","18"
"tensorflow.keras.layers.experimental.preprocessing.RandomCrop","tensorflow","MT","10"
"tensorflow.keras.layers.experimental.preprocessing.RandomFlip","tensorflow","MT","26"
"tensorflow.keras.layers.experimental.preprocessing.RandomRotation","tensorflow","FE","30"
"tensorflow.keras.layers.experimental.preprocessing.RandomTranslation","tensorflow","FE","3"
"tensorflow.keras.layers.experimental.preprocessing.RandomZoom","tensorflow","MT","14"
"tensorflow.keras.layers.experimental.preprocessing.Rescaling","tensorflow","MT","27"
"tensorflow.keras.layers.experimental.preprocessing.Resizing","tensorflow","MT","6"
"tensorflow.keras.layers.experimental.preprocessing.StringLookup","tensorflow","MT","2"
"tensorflow.keras.layers.experimental.preprocessing.TextVectorization","tensorflow","MT","24"
"tensorflow.keras.layers.experimental.SyncBatchNormalization","tensorflow","MT","1"
"tensorflow.keras.layers.Flatten","tensorflow","MT","633"
"tensorflow.keras.layers.GaussianDropout","tensorflow","MT","4"
"tensorflow.keras.layers.GaussianNoise","tensorflow","MT","58"
"tensorflow.keras.layers.GlobalAveragePooling1D","tensorflow","MT","67"
"tensorflow.keras.layers.GlobalAveragePooling2D","tensorflow","MT","421"
"tensorflow.keras.layers.GlobalAveragePooling3D","tensorflow","MT","18"
"tensorflow.keras.layers.GlobalAvgPool1D","tensorflow","MT","9"
"tensorflow.keras.layers.GlobalAvgPool2D","tensorflow","MT","3"
"tensorflow.keras.layers.GlobalMaxPool1D","tensorflow","MT","16"
"tensorflow.keras.layers.GlobalMaxPool2D","tensorflow","MT","3"
"tensorflow.keras.layers.GlobalMaxPooling1D","tensorflow","MT","38"
"tensorflow.keras.layers.GlobalMaxPooling2D","tensorflow","MT","24"
"tensorflow.keras.layers.GlobalMaxPooling3D","tensorflow","MT",
"tensorflow.keras.layers.GRU","tensorflow","MT","38"
"tensorflow.keras.layers.GRUCell","tensorflow","MT",
"tensorflow.keras.layers.Input","tensorflow","MT","1009"
"tensorflow.keras.layers.Input.","tensorflow","MT",
"tensorflow.keras.layers.InputLayer","tensorflow","MT","18"
"tensorflow.keras.layers.InputSpec","tensorflow","MT","3"
"tensorflow.keras.layers.Lambda","tensorflow","MT","184"
"tensorflow.keras.layers.Layer","tensorflow","MT","3"
"tensorflow.keras.layers.Layer.__init__","tensorflow","MT",
"tensorflow.keras.layers.LayerNormalization","tensorflow","MT","57"
"tensorflow.keras.layers.LeakyReLU","tensorflow","MT","127"
"tensorflow.keras.layers.LSTM","tensorflow","MT","217"
"tensorflow.keras.layers.Masking","tensorflow","MT","12"
"tensorflow.keras.layers.MaxPool1D","tensorflow","MT","6"
"tensorflow.keras.layers.MaxPool2D","tensorflow","MT","69"
"tensorflow.keras.layers.MaxPool3D","tensorflow","MT","15"
"tensorflow.keras.layers.MaxPooling1D","tensorflow","MT","25"
"tensorflow.keras.layers.MaxPooling2D","tensorflow","MT","197"
"tensorflow.keras.layers.MaxPooling3D","tensorflow","MT","6"
"tensorflow.keras.layers.Merge","tensorflow","MT",
"tensorflow.keras.layers.MultiHeadAttention","tensorflow","MT","6"
"tensorflow.keras.layers.multiply","tensorflow","MT","25"
"tensorflow.keras.layers.Permute","tensorflow","MT","2"
"tensorflow.keras.layers.PReLU","tensorflow","MT","9"
"tensorflow.keras.layers.RandomContrast","tensorflow","MT","1"
"tensorflow.keras.layers.RandomFlip","tensorflow","MT","1"
"tensorflow.keras.layers.RandomRotation","tensorflow","MT","1"
"tensorflow.keras.layers.RandomZoom","tensorflow","MT","1"
"tensorflow.keras.layers.ReLU","tensorflow","MT","11"
"tensorflow.keras.layers.RepeatVector","tensorflow","MT","5"
"tensorflow.keras.layers.Reshape","tensorflow","MT","95"
"tensorflow.keras.layers.RNN","tensorflow","MT",
"tensorflow.keras.layers.SeparableConv1D","tensorflow","MT",
"tensorflow.keras.layers.SeparableConv2D","tensorflow","MT","5"
"tensorflow.keras.layers.serialize","tensorflow","MT",
"tensorflow.keras.layers.SimpleRNN","tensorflow","MT","9"
"tensorflow.keras.layers.SimpleRNNCell","tensorflow","MT",
"tensorflow.keras.layers.Softmax","tensorflow","MT","30"
"tensorflow.keras.layers.SpatialDropout1D","tensorflow","MT","46"
"tensorflow.keras.layers.SpatialDropout2D","tensorflow","MT",
